"Video Explanation","FFF-Video","Exercise Name","Exercise Description","Repetitions","Sets","Load","Recovery Time","Type","Muscle Group","ID","Created Date","Updated Date","Owner"
,,"Pull-Up - Knees to Chest","Start by gripping the pull-up bar with an overhand grip, keeping your hands slightly wider than shoulder-width apart. Engage your core and lats, then pull yourself upwards, driving your elbows down and back while keeping your chest lifted towards the bar. As you approach the top of the pull-up, simultaneously lift your knees towards your chest, engaging your core and hip flexors. Hold briefly at the top before lowering yourself under control, ensuring your legs return to a straight position before the next rep. Maintain a tight, controlled movement throughout, avoiding excessive swinging or momentum.","6","3","'-","90s","[""Hypertrophy/Isolation""]",,"8bd531d9-cf4b-4045-9fd0-6cf360cfb795",2025-02-11T05:23:46Z,2025-02-11T05:26:11Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Band-Assisted Rotational Reposition Sprint","Attach a light resistance band firmly to any fence, pole or rooted object. Step inside the band and move away from it diagonally until light flex on the band. Start by accelerating out in the same diagonal direction putting the band under much stronger flexion. As it reaches its maximum resistance, shift roughly 90° utilising the force of the band to help propel you faster out in the new direction. Continue until light flex in the new direction and then decelerate to reset.","8 (4 each side)","3","Light-Resistance Band","90s",,,"8bfd09f4-1325-4675-9327-9c3ca0900ee4",2025-04-21T17:39:51Z,2025-04-21T17:46:53Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Side Plank ISO Hold","Lie on your side with legs extended and feet stacked. Place your elbow directly under your shoulder and forearm flat on the ground. Lift your hips off the floor to form a straight line from head to feet. Hold this position, keeping hips square and core braced. Avoid sagging at the hips or rolling forward/backward. Maintain steady breathing throughout the hold.","60s (30s each side)","1","'-","'-",,,"8c0f12f3-8db0-4cd4-bb5e-abe28aa541ba",2025-09-18T18:21:45Z,2025-09-18T18:21:46Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Keiser Power Front Squat","Using a Keiser machine, set yourself up in a squatted position with pads on either shoulder, or cables in each hand clutched tight to your chest (depending on the machine). Ideally, between a squat and half-squat position with your quads slightly above parallel to the ground. Do not start from a deep squat position though as the aforementioned range of motion is all we are looking for. From this position, quickly drop a couple of inches from the hips before immediately driving vertically upwards as powerfully as possible.","5","4","Keiser Resistance","75s","[""Max Power""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Core""]","8c1ccf8e-414f-4590-86f2-e6310d7e9d94",2025-02-03T21:27:25Z,2025-02-05T05:45:14Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_17168e9c62d14182b2dfbb592f323289/Ski%20Erg#posterUri=c4f4b1_17168e9c62d14182b2dfbb592f323289f000.jpg&posterWidth=886&posterHeight=474",,"All-Out Ski","On the SkiErg machine, stand with your feet shoulder width apart and a slight bend at the knees. Grab each handle in the corresponding hand and pull out slightly for tension. Aggressively ski each handle down to your waist before quickly returning to the start position to repeat. Complete at the fastest speed possible while showing maximum
intent with each ski.","100m","3","'-",,"[""Anaerobic Endurance""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves"",""Core""]","8c25c888-1762-4ffa-81a7-a3f16bb7dcb8",2025-02-05T09:47:57Z,2025-03-21T19:36:11Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_28a0fd4c96994106934c70ef276c10e2/Lateral%20Hip%20Openers#posterUri=c4f4b1_28a0fd4c96994106934c70ef276c10e2f000.jpg&posterWidth=888&posterHeight=540",,"Lateral Hip Opener","Stand tall and step laterally with one foot. Lower into a squat, keeping your chest upright, and open your hips to that side. Push through your heels to return to standing and repeat on the opposite side.","16 (8 each side)","1","'-","'-","[""Mobility"",""Pre-Training""]","[""Hip Flexors"",""Adductors""]","8c76f138-fc15-402a-9115-c1e083d35b76",2025-03-07T12:50:45Z,2025-03-21T19:53:44Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Random Stop Calls","Begin moving forward, backward or laterally at a controlled pace. A coach or partner will call out “stop” at random intervals, requiring you to decelerate immediately into a stable position. Keep your knees bent, core engaged and weight balanced to avoid stumbling.",,,"'-","90s","[""Deceleration""]","[""Quadriceps"",""Glutes"",""Hamstrings"",""Core""]","8d15ce08-d659-4b0b-bb3d-51acd3b09824",2025-01-23T21:19:08Z,2025-02-05T08:40:24Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Abductions Long Lever","Lie on your side with your legs extended and your top leg straight. Keep your core engaged and lift your top leg upwards, maintaining a controlled motion without rotating your hips. Lower it slowly back down and repeat. Ensure the movement comes from the hip rather than the lower back.","16 (8 each side)","3","Bodyweight","45s","[""Prehab / Injury Prevention"",""Stability / Balance""]","[""Glutes"",""Hip Stabilisers""]","8d627375-e607-4b1a-9469-29dc574368f9",2025-02-05T11:37:25Z,2025-02-18T20:51:08Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Dynamic Arm Swings","Stand tall with your arms extended at your sides. Swing both arms forward across your chest in a hugging motion, then open them wide again behind your body. Continue alternating swings in a rhythmic fashion, crossing one arm over the other on each rep. Maintain a relaxed posture and allow your shoulders to move freely. This is a light dynamic movement used to activate the upper body.","30","1","'-","'-",,,"8dac516d-d18d-41a9-8087-ca0e5e843a7a",2025-05-21T11:34:52Z,2025-05-21T11:34:52Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Acceleration Sprints","Start in a low athletic stance with your dominant foot slightly behind your lead foot. Explode forward using your arms to drive momentum, focusing on powerful strides pushing through the ground for the first few steps. Transition into longer strides as you complete the 10m distance. Walk back to recover before the next sprint.","4 (10m)","2","'-","Full","[""Acceleration""]","[""Glutes"",""Hamstrings"",""Quadriceps"",""Calves"",""Hip Flexors""]","8e0deca5-687b-4fa9-b2bb-543f6213f4b4",2025-01-16T09:40:51Z,2025-02-05T08:39:11Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Short Lever Copenhagen","Lie on your side with your lower leg bent at 90 degrees, resting on your forearm. Place your top leg on a bench and lift your hips off the ground, engaging your adductors and core. Hold for the prescribed time before switching sides.","20s","3","'-","45s","[""Stability / Balance"",""Prehab / Injury Prevention""]","[""Adductors"",""Core"",""Hip Stabilisers""]","8e3a0dd3-96a7-45df-8139-043a226f3f92",2025-02-05T11:38:16Z,2025-03-07T09:32:09Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_4219870afaee4dcda0592a3da71cd1bd/Isometric%20Squat%20Hold#posterUri=c4f4b1_4219870afaee4dcda0592a3da71cd1bdf000.jpg&posterWidth=1080&posterHeight=1080",,"Isometric Squat with Hold","Stand tall with your feet shoulder-width apart. Reach your arms straight
up towards the ceiling, then lower into a deep squat while keeping your
chest upright and arms overhead. Push through your heels to return to
standing, maintaining an extended spine throughout the movement.","8","1","'-","'-",,,"8f62c870-62a4-44d7-895f-8981d93455a9",2025-03-21T20:05:32Z,2025-03-21T20:05:51Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Medicine Ball Vertical Jumps","Hold a medicine ball to your chest. Drop your hips backwards towards the ground and then immediately jump
vertically. Land from one rep and go straight into the next. For the final rep, launch the ball vertically above your head as far as possible – be careful when catching it or getting out of the way as it falls.","5","5","10kg*",,"[""Max Power""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves""]","90ff214e-5e28-4154-bc88-eff66bd3f05b",2025-02-05T09:43:58Z,2025-02-05T10:58:04Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_e9e438d8232b448bb9b518e2fc97dea4/Reverse%20Sled%20Push#posterUri=c4f4b1_e9e438d8232b448bb9b518e2fc97dea4f000.jpg&posterWidth=1920&posterHeight=1080",,"Reverse Sled Push","Assume a low, athletic position with your knees bent and your chest upright, leaning back slightly into the sled. Drive through your heels, extending your legs forcefully with each step as you walk backward. Maintain a steady pace and ensure the sled moves smoothly without jerking.","20m (2x10m)","x","30kg","Full","[""Acceleration""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves""]","91423efa-3bbc-4527-93e5-fcb665831abd",2025-01-16T05:18:47Z,2025-03-21T19:58:33Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Split Stance Pogos - Backwards","Perform Split Stance Pogos, but moving backwards, keeping quick, controlled movements and maintaining reactive strength.","20 (10 each side)","3","'-","45s","[""Max Velocity""]","[""Calves"",""Hip Flexors""]","91f68674-e295-46d6-89d9-b279af0a9a70",2025-02-05T11:31:23Z,2025-04-04T22:36:22Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Jefferson Deadlift","Stand over a barbell with your feet shoulder-width apart, toes pointing slightly outward and one foot in front of the barbell, the other behind. Grip the barbell with each hand. Begin the lift by pushing through your heels and extending your hips, keeping your back flat and core engaged. Stand  upright with the barbell, then lower it back to the ground with control.","6 (3 each side)","3","20kg","60s","[""Mobility""]","[""Glutes"",""Hamstrings"",""Quadriceps"",""Core""]","9206aaef-6084-4f7a-8a49-46fa7f5fc5d3",2025-01-23T19:15:19Z,2025-03-09T22:45:06Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Push-Ups Narrow","Assume a push-up position with hands close together, keeping your elbows tucked. Lower your chest to the floor, then push back up, maintaining a straight body line. Focus on triceps activation.","12","3","'-","45s","[""Strength-Speed""]","[""Triceps"",""Chest"",""Shoulders""]","9223a47f-eecb-4a83-ab63-4da70d184fcd",2025-02-05T11:35:26Z,2025-04-14T18:32:26Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Kettlebell Squats","Hold a kettlebell close to your chest in a goblet position. Stand with feet slightly wider than hip-width and toes turned out slightly. Drop into a squat by sitting the hips back and down, keeping the chest tall and elbows inside the knees. Drive through the heels to return to standing. Keep the kettlebell stable and close to your body throughout the movement.","10","3","20kg","60s",,,"92a876b9-118c-4d11-9450-90a827b100ba",2025-05-22T18:21:35Z,2025-05-22T18:21:36Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"High Cable Crossover",,,,"'-",,,,"9301c727-db34-4ec2-98fe-95db81611567",2025-03-03T23:56:27Z,2025-03-03T23:56:49Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Side Lying Hip Abd + Int Rotation","Lie on your side with your lower leg bent and your top leg extended. Lift your top leg upwards, then rotate your foot internally before returning to the start. Maintain control throughout.","16 (8 each side)","3","'-","45s","[""Prehab / Injury Prevention"",""Stability / Balance""]","[""Glutes"",""Hip Stabilisers""]","93e3b953-3e33-4212-bfc5-97966e01cb50",2025-02-05T11:37:25Z,2025-03-07T09:32:07Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_da231d825052492a8b1eb4bf2104c246/B-Skip#posterUri=c4f4b1_da231d825052492a8b1eb4bf2104c246f000.jpg&posterWidth=888&posterHeight=488",,"B-Skip","Start by marching in place, driving your knee up to waist height while keeping your toe dorsiflexed (toes up). As your knee reaches its highest point, extend your leg forward before snapping it back down to the ground with a quick, reactive step. Maintain a tall posture, controlled arm movement, and active ground contacts, ensuring an efficient stride rhythm.",,,"'-","Full","[""Acceleration""]","[""Hip Flexors"",""Quadriceps"",""Glutes"",""Calves""]","9413a346-4c42-43cc-959f-05698a131838",2025-01-23T21:10:02Z,2025-03-21T19:38:32Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Groin Squeeze LL","Lie on your back with your legs straight and place a soft ball, pad or foam roller between your lower legs (near ankles). Squeeze the object tightly, engaging your inner thighs, then relax and repeat.","16 (8 each side)","3","Light Resistance","45s","[""Prehab / Injury Prevention"",""Stability / Balance""]","[""Adductors"",""Hip Stabilisers""]","94552683-cafa-406e-90ae-3d44337aef9e",2025-02-05T11:38:33Z,2025-02-19T00:01:58Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Kneeling Pallof Twists","Kneel on both knees sideways to a cable machine or resistance band anchor at chest height. Hold the handle or band with both hands and press it straight out in front of your chest. Keeping your core tight and resisting rotation, slowly twist your torso away from the anchor before returning to the centre. Control the movement and avoid excessive hip or shoulder rotation.","10 (5 each side)","3","'-","60s","[""Hypertrophy/Isolation"",""Stability""]","[""Core"",""Obliques"",""Shoulders""]","94a6b429-4a08-4d11-a206-d02de17ae63c",2025-01-23T16:26:55Z,2025-02-05T05:47:08Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Medicine Ball Slams","Stand with your feet shoulder-width apart, holding a medicine ball overhead with both hands. Engage your core and
keep your chest up. In one explosive motion, slam the ball down towards the ground as hard as you can, using your
whole body to generate power. Allow your knees to bend slightly as you slam the ball to absorb the impact. Catch the
ball on the bounce and immediately repeat the movement. Focus on generating maximum power with each slam,
using your core, arms, and legs to drive the motion.","5","3","10kg","75s","[""Max Power""]","[""Core"",""Shoulders"",""Upper Back""]","94dce659-62b1-432b-b945-b6e9714817f6",2025-02-03T23:08:49Z,2025-02-05T08:33:33Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Groin Squeeze in Bridge","Lie on your back with knees bent and feet flat on the floor, hip-width apart. Place a soft medicine ball or foam roller between your knees. Drive through your heels to lift your hips off the ground into a glute bridge while squeezing the object firmly between your knees. Hold briefly at the top, then lower under control. Focus on engaging both the glutes and inner thighs throughout the movement.","10","1","'-","'-",,,"950bf813-d099-4634-81d4-26c586ba6e2a",2025-05-21T12:29:15Z,2025-05-21T12:29:16Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Single-Leg Balance (Eyes Closed)","Stand on one leg with your eyes closed. Keep your knee slightly bent and focus on maintaining a strong neutral balance resisting all motion.","60s (30s each side)","2","'-","45s","[""Stability""]","[""Hip Stabilisers"",""Core"",""Ankle Stabilisers""]","95b42d68-f9e8-492f-8535-5840185d230e",2025-01-29T07:36:15Z,2025-02-05T07:09:14Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Plank with Shoulder Tap","Begin in a full plank with hands under shoulders and feet hip-width apart. While keeping your hips square, lift one hand to tap the opposite shoulder. Lower it back down and repeat on the other side. Continue alternating taps without shifting your weight excessively. Engage the core to prevent rotation and maintain a steady base.","50 (25 each side)","1","'-","'-",,,"95e20c4d-5e4b-4bb4-a168-06c105c2e1a3",2025-05-21T12:27:36Z,2025-05-21T12:27:37Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
